Dataset Index	Waveguide Separation [cm]	Beam Speed [mm/ns]	rf Field Amplitude [V/cm]	Dataset (0) Acquisition Start Date [yymmdd-hhmmss]	Dataset (180) Acquisition Start Date [yymmdd-hhmmss]	rf Frequency [MHz]	FOSOF Phase (0) [rad]	FOSOF Phase Error (0) [rad]	FOSOF Phase (180) [rad]	FOSOF Phase Error (180) [rad]
35	4	3.22	5	180405-163447	180405-155616	909.73116	0.02168	0.01135	0.02832	0.01235
35	4	3.22	5	180405-163447	180405-155616	909.83502	0.02233	0.01135	0.00904	0.01235
35	4	3.22	5	180405-163447	180405-155616	909.87507	0.01843	0.01135	0.04034	0.01235
35	4	3.22	5	180405-163447	180405-155616	909.99076	0.02794	0.01135	0.00135	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.16950	0.04865	0.01135	-0.01969	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.20717	0.05160	0.01135	-0.03022	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.30118	0.07058	0.01135	-0.02056	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.33494	0.07248	0.01135	-0.03938	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.57374	0.09730	0.01135	-0.04599	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.66070	0.10852	0.01135	-0.06145	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.70585	0.10790	0.01135	-0.05935	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.88142	0.12058	0.01135	-0.06601	0.01235
35	4	3.22	5	180405-163447	180405-155616	910.97997	0.11729	0.01135	-0.06767	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.13002	0.13904	0.01135	-0.10837	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.20978	0.14940	0.01135	-0.08082	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.27552	0.15043	0.01135	-0.10533	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.38199	0.16901	0.01135	-0.10061	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.45517	0.17478	0.01135	-0.11093	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.48236	0.18956	0.01135	-0.12246	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.70339	0.19422	0.01135	-0.13505	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.72747	0.19181	0.01135	-0.14265	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.85853	0.20980	0.01135	-0.16804	0.01235
35	4	3.22	5	180405-163447	180405-155616	911.86545	0.21009	0.01135	-0.14151	0.01235
35	4	3.22	5	180405-163447	180405-155616	912.08520	0.22964	0.01135	-0.16960	0.01235
36	4	3.22	5	180405-170929	180405-174608	907.93970	-0.15308	0.01145	0.19186	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.07181	-0.13483	0.01145	0.17868	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.14026	-0.12906	0.01145	0.17913	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.37649	-0.10475	0.01145	0.16690	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.46882	-0.10365	0.01145	0.13164	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.48583	-0.09692	0.01145	0.14257	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.65615	-0.07510	0.01145	0.14166	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.72388	-0.08492	0.01145	0.13530	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.88153	-0.07977	0.01145	0.11968	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.91941	-0.07477	0.01145	0.10747	0.01114
36	4	3.22	5	180405-170929	180405-174608	908.95952	-0.06702	0.01145	0.09624	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.16544	-0.02996	0.01145	0.09088	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.17756	-0.03628	0.01145	0.08249	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.31471	-0.02916	0.01145	0.06932	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.48000	-0.02380	0.01145	0.06815	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.50495	0.01137	0.01145	0.06376	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.62354	0.00292	0.01145	0.05767	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.73116	0.03936	0.01145	0.03338	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.83502	0.05050	0.01145	0.02145	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.87507	0.01155	0.01145	0.03633	0.01114
36	4	3.22	5	180405-170929	180405-174608	909.99076	0.04213	0.01145	0.00408	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.16950	0.05903	0.01145	-0.01001	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.20717	0.07175	0.01145	0.00117	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.30118	0.05020	0.01145	-0.01326	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.33494	0.06411	0.01145	-0.03491	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.57374	0.08484	0.01145	-0.04962	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.66070	0.12790	0.01145	-0.05519	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.70585	0.09438	0.01145	-0.06867	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.88142	0.13644	0.01145	-0.06985	0.01114
36	4	3.22	5	180405-170929	180405-174608	910.97997	0.13261	0.01145	-0.08276	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.13002	0.11897	0.01145	-0.09012	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.20978	0.15037	0.01145	-0.09744	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.27552	0.14659	0.01145	-0.10814	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.38199	0.18982	0.01145	-0.10377	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.45517	0.16862	0.01145	-0.12453	0.01114
36	4	3.22	5	180405-170929	180405-174608	911.48236	0.17827	0.01145	-0.13392	0.01114
