Dataset Index	Waveguide Separation [cm]	Beam Speed [mm/ns]	rf Field Amplitude [V/cm]	Dataset (0) Acquisition Start Date [yymmdd-hhmmss]	Dataset (180) Acquisition Start Date [yymmdd-hhmmss]	rf Frequency [MHz]	FOSOF Phase (0) [rad]	FOSOF Phase Error (0) [rad]	FOSOF Phase (180) [rad]	FOSOF Phase Error (180) [rad]
55	6	3.22	8	180413-161156	180413-164135	908.07181	-0.20771	0.04538	0.27540	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.14026	-0.18636	0.04538	0.25765	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.37649	-0.17830	0.04538	0.25234	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.46882	-0.16204	0.04538	0.21252	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.48583	-0.21580	0.04538	0.13539	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.65615	-0.08497	0.04538	0.19326	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.72388	-0.17262	0.04538	0.14564	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.88153	-0.13387	0.04538	0.12132	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.91941	-0.08818	0.04538	0.08473	0.04744
55	6	3.22	8	180413-161156	180413-164135	908.95952	-0.07158	0.04538	0.09270	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.16544	-0.14660	0.04538	0.09034	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.17756	-0.13583	0.04538	-0.03325	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.31471	-0.06371	0.04538	0.06715	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.48000	-0.06979	0.04538	0.06838	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.50495	-0.02136	0.04538	0.09262	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.62354	0.03583	0.04538	0.09076	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.73116	0.03941	0.04538	0.01148	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.83502	0.03002	0.04538	-0.04098	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.87507	0.02268	0.04538	0.08177	0.04744
55	6	3.22	8	180413-161156	180413-164135	909.99076	0.02990	0.04538	-0.02097	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.16950	0.00231	0.04538	-0.06400	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.20717	0.05176	0.04538	0.06101	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.30118	0.01745	0.04538	-0.02067	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.33494	0.09856	0.04538	-0.01737	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.57374	0.13781	0.04538	-0.09316	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.66070	0.10053	0.04538	-0.02342	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.70585	0.13752	0.04538	0.02333	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.88142	0.19689	0.04538	-0.13175	0.04744
55	6	3.22	8	180413-161156	180413-164135	910.97997	0.20083	0.04538	-0.13661	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.13002	0.22987	0.04538	-0.15009	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.20978	0.23779	0.04538	-0.11541	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.27552	0.24954	0.04538	-0.16015	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.38199	0.27579	0.04538	-0.27271	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.45517	0.24100	0.04538	-0.10811	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.48236	0.20587	0.04538	-0.08874	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.70339	0.35037	0.04538	-0.22345	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.72747	0.24104	0.04538	-0.12813	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.85853	0.22995	0.04538	-0.28318	0.04744
55	6	3.22	8	180413-161156	180413-164135	911.86545	0.24505	0.04538	-0.25698	0.04744
55	6	3.22	8	180413-161156	180413-164135	912.08520	0.28621	0.04538	-0.29016	0.04744
56	6	3.22	8	180413-174101	180413-171054	907.93970	-0.16615	0.04773	0.17461	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.07181	-0.19197	0.04773	0.26500	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.14026	-0.14713	0.04773	0.21636	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.37649	-0.18743	0.04773	0.33037	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.46882	-0.24559	0.04773	0.19295	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.48583	-0.17764	0.04773	0.25327	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.65615	-0.10551	0.04773	0.22735	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.72388	-0.15867	0.04773	0.20689	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.88153	-0.05981	0.04773	0.13112	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.91941	-0.12292	0.04773	0.10878	0.05192
56	6	3.22	8	180413-174101	180413-171054	908.95952	-0.11842	0.04773	0.15714	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.16544	-0.11128	0.04773	0.09172	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.17756	-0.09231	0.04773	0.12919	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.31471	-0.02286	0.04773	0.07814	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.48000	-0.02948	0.04773	0.13100	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.50495	0.06432	0.04773	0.06018	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.62354	0.02993	0.04773	0.06709	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.73116	-0.06359	0.04773	0.08598	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.83502	0.03217	0.04773	0.08268	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.87507	-0.01578	0.04773	0.00350	0.05192
56	6	3.22	8	180413-174101	180413-171054	909.99076	0.06017	0.04773	0.00027	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.16950	0.11174	0.04773	0.05459	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.20717	0.05948	0.04773	-0.01978	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.30118	0.09257	0.04773	-0.06298	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.33494	0.04609	0.04773	-0.05919	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.57374	0.05483	0.04773	-0.05557	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.66070	0.11085	0.04773	-0.15193	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.70585	0.20515	0.04773	-0.09497	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.88142	0.14091	0.04773	-0.13515	0.05192
56	6	3.22	8	180413-174101	180413-171054	910.97997	0.24119	0.04773	-0.23798	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.13002	0.27796	0.04773	-0.09420	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.20978	0.21291	0.04773	-0.16157	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.27552	0.22618	0.04773	-0.10115	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.38199	0.21607	0.04773	-0.15695	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.45517	0.25804	0.04773	-0.19151	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.48236	0.25517	0.04773	-0.18429	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.70339	0.27507	0.04773	-0.22637	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.72747	0.28353	0.04773	-0.25243	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.85853	0.30610	0.04773	-0.26449	0.05192
56	6	3.22	8	180413-174101	180413-171054	911.86545	0.29503	0.04773	-0.19873	0.05192
56	6	3.22	8	180413-174101	180413-171054	912.08520	0.35077	0.04773	-0.28956	0.05192
57	6	3.22	14	180416-113721	180416-110628	907.93970	-0.21996	0.01439	0.30865	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.07181	-0.19464	0.01439	0.26824	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.14026	-0.19725	0.01439	0.25799	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.37649	-0.15439	0.01439	0.21049	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.46882	-0.17241	0.01439	0.21570	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.48583	-0.14864	0.01439	0.21962	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.65615	-0.14774	0.01439	0.19277	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.72388	-0.12448	0.01439	0.16938	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.88153	-0.11327	0.01439	0.15952	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.91941	-0.07663	0.01439	0.14894	0.01463
57	6	3.22	14	180416-113721	180416-110628	908.95952	-0.09269	0.01439	0.15331	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.16544	-0.05662	0.01439	0.12254	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.17756	-0.02148	0.01439	0.11988	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.31471	-0.03873	0.01439	0.09702	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.48000	-0.00286	0.01439	0.06786	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.50495	0.00116	0.01439	0.06354	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.62354	0.02005	0.01439	0.06269	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.73116	0.01320	0.01439	0.05056	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.83502	0.01280	0.01439	0.03467	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.87507	0.06096	0.01439	0.02249	0.01463
57	6	3.22	14	180416-113721	180416-110628	909.99076	0.05480	0.01439	0.01577	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.16950	0.07601	0.01439	-0.02097	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.20717	0.09105	0.01439	-0.02668	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.30118	0.08288	0.01439	-0.03222	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.33494	0.08815	0.01439	-0.03398	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.57374	0.13043	0.01439	-0.06469	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.66070	0.12916	0.01439	-0.07476	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.70585	0.14854	0.01439	-0.07990	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.88142	0.18850	0.01439	-0.09725	0.01463
57	6	3.22	14	180416-113721	180416-110628	910.97997	0.18457	0.01439	-0.13010	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.13002	0.19646	0.01439	-0.13693	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.20978	0.20190	0.01439	-0.15750	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.27552	0.22616	0.01439	-0.16884	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.38199	0.23117	0.01439	-0.17910	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.45517	0.21685	0.01439	-0.18116	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.48236	0.25037	0.01439	-0.20503	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.70339	0.27229	0.01439	-0.22238	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.72747	0.29706	0.01439	-0.22768	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.85853	0.28903	0.01439	-0.24491	0.01463
57	6	3.22	14	180416-113721	180416-110628	911.86545	0.28740	0.01439	-0.22676	0.01463
57	6	3.22	14	180416-113721	180416-110628	912.08520	0.32060	0.01439	-0.25919	0.01463
58	6	3.22	14	180416-121144	180416-124323	907.93970	-0.22246	0.01282	0.28083	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.07181	-0.19770	0.01282	0.25879	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.14026	-0.22021	0.01282	0.26629	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.37649	-0.16282	0.01282	0.23324	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.46882	-0.14080	0.01282	0.23155	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.48583	-0.13859	0.01282	0.19398	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.65615	-0.13072	0.01282	0.20272	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.72388	-0.12697	0.01282	0.18484	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.88153	-0.10736	0.01282	0.16535	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.91941	-0.09566	0.01282	0.15072	0.01431
58	6	3.22	14	180416-121144	180416-124323	908.95952	-0.07530	0.01282	0.14386	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.16544	-0.03355	0.01282	0.11488	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.17756	-0.06233	0.01282	0.12401	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.31471	-0.02051	0.01282	0.11263	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.48000	-0.02045	0.01282	0.10169	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.50495	0.00500	0.01282	0.09796	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.62354	0.01743	0.01282	0.05942	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.73116	0.01067	0.01282	0.04409	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.83502	0.01339	0.01282	0.00716	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.87507	0.02903	0.01282	0.00245	0.01431
58	6	3.22	14	180416-121144	180416-124323	909.99076	0.05359	0.01282	0.04616	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.16950	0.04859	0.01282	-0.01804	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.20717	0.07842	0.01282	-0.02982	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.30118	0.07754	0.01282	-0.01887	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.33494	0.10512	0.01282	-0.03196	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.57374	0.12687	0.01282	-0.05987	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.66070	0.14797	0.01282	-0.07093	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.70585	0.15121	0.01282	-0.08186	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.88142	0.16125	0.01282	-0.12368	0.01431
58	6	3.22	14	180416-121144	180416-124323	910.97997	0.19619	0.01282	-0.13947	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.13002	0.20879	0.01282	-0.13099	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.20978	0.19233	0.01282	-0.14631	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.27552	0.22775	0.01282	-0.14911	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.38199	0.23125	0.01282	-0.16568	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.45517	0.26394	0.01282	-0.17187	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.48236	0.25289	0.01282	-0.18611	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.70339	0.27149	0.01282	-0.23465	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.72747	0.27953	0.01282	-0.22735	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.85853	0.28718	0.01282	-0.21970	0.01431
58	6	3.22	14	180416-121144	180416-124323	911.86545	0.28644	0.01282	-0.22404	0.01431
58	6	3.22	14	180416-121144	180416-124323	912.08520	0.33314	0.01282	-0.26334	0.01431
59	6	3.22	14	180416-134322	180416-131332	907.93970	-0.22830	0.01346	0.30203	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.07181	-0.21850	0.01346	0.26634	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.14026	-0.22010	0.01346	0.26097	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.37649	-0.19014	0.01346	0.20623	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.46882	-0.16788	0.01346	0.19967	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.48583	-0.15721	0.01346	0.21602	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.65615	-0.14908	0.01346	0.18485	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.72388	-0.12087	0.01346	0.19109	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.88153	-0.10789	0.01346	0.14775	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.91941	-0.09019	0.01346	0.16916	0.01380
59	6	3.22	14	180416-134322	180416-131332	908.95952	-0.07996	0.01346	0.17004	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.16544	-0.05240	0.01346	0.12329	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.17756	-0.06217	0.01346	0.10005	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.31471	-0.04867	0.01346	0.10084	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.48000	-0.02616	0.01346	0.08140	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.50495	-0.01572	0.01346	0.06545	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.62354	0.00901	0.01346	0.05983	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.73116	0.02137	0.01346	0.04335	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.83502	0.03027	0.01346	0.04840	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.87507	0.02729	0.01346	0.02376	0.01380
59	6	3.22	14	180416-134322	180416-131332	909.99076	0.05329	0.01346	0.01912	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.16950	0.07492	0.01346	0.01769	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.20717	0.08352	0.01346	-0.02204	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.30118	0.08363	0.01346	-0.04351	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.33494	0.10950	0.01346	-0.00626	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.57374	0.12054	0.01346	-0.07403	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.66070	0.14145	0.01346	-0.08729	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.70585	0.14560	0.01346	-0.11486	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.88142	0.16745	0.01346	-0.13346	0.01380
59	6	3.22	14	180416-134322	180416-131332	910.97997	0.15526	0.01346	-0.14079	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.13002	0.21239	0.01346	-0.15484	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.20978	0.20540	0.01346	-0.14603	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.27552	0.24028	0.01346	-0.14494	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.38199	0.24649	0.01346	-0.12483	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.45517	0.23518	0.01346	-0.18092	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.48236	0.27375	0.01346	-0.16348	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.70339	0.29416	0.01346	-0.20584	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.72747	0.26032	0.01346	-0.22659	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.85853	0.28925	0.01346	-0.22180	0.01380
59	6	3.22	14	180416-134322	180416-131332	911.86545	0.27773	0.01346	-0.23311	0.01380
59	6	3.22	14	180416-134322	180416-131332	912.08520	0.32447	0.01346	-0.27781	0.01380
60	6	3.22	14	180416-141245	180416-144308	907.93970	-0.23401	0.01844	0.27069	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.07181	-0.19717	0.01844	0.27388	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.14026	-0.17844	0.01844	0.27021	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.37649	-0.16856	0.01844	0.22588	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.46882	-0.16060	0.01844	0.20053	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.48583	-0.14347	0.01844	0.23462	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.65615	-0.13460	0.01844	0.17883	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.72388	-0.15686	0.01844	0.18671	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.88153	-0.09225	0.01844	0.15696	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.91941	-0.09931	0.01844	0.16680	0.01750
60	6	3.22	14	180416-141245	180416-144308	908.95952	-0.07719	0.01844	0.15779	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.16544	-0.05801	0.01844	0.12473	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.17756	-0.03255	0.01844	0.10159	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.31471	-0.01913	0.01844	0.08964	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.48000	-0.00215	0.01844	0.08336	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.50495	-0.00383	0.01844	0.06420	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.62354	-0.01612	0.01844	0.07215	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.73116	-0.01059	0.01844	0.04378	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.83502	0.04285	0.01844	0.01229	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.87507	0.04730	0.01844	-0.00105	0.01750
60	6	3.22	14	180416-141245	180416-144308	909.99076	0.02893	0.01844	0.01469	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.16950	0.05226	0.01844	-0.00070	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.20717	0.08414	0.01844	-0.02869	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.30118	0.04795	0.01844	-0.00642	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.33494	0.11570	0.01844	-0.02683	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.57374	0.12421	0.01844	-0.05761	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.66070	0.14259	0.01844	-0.05971	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.70585	0.12998	0.01844	-0.08096	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.88142	0.17108	0.01844	-0.09234	0.01750
60	6	3.22	14	180416-141245	180416-144308	910.97997	0.15873	0.01844	-0.11483	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.13002	0.19036	0.01844	-0.13824	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.20978	0.21017	0.01844	-0.15741	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.27552	0.20839	0.01844	-0.15920	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.38199	0.24258	0.01844	-0.16951	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.45517	0.25893	0.01844	-0.14205	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.48236	0.27815	0.01844	-0.17707	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.70339	0.31272	0.01844	-0.20306	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.72747	0.29466	0.01844	-0.21084	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.85853	0.27474	0.01844	-0.25140	0.01750
60	6	3.22	14	180416-141245	180416-144308	911.86545	0.31534	0.01844	-0.24571	0.01750
60	6	3.22	14	180416-141245	180416-144308	912.08520	0.35035	0.01844	-0.25388	0.01750
61	6	3.22	14	180416-155224	180416-152206	907.93970	-0.23150	0.01141	0.27725	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.07181	-0.22610	0.01141	0.28571	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.14026	-0.22520	0.01141	0.26919	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.37649	-0.17127	0.01141	0.23381	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.46882	-0.14268	0.01141	0.21469	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.48583	-0.15563	0.01141	0.22178	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.65615	-0.14703	0.01141	0.19376	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.72388	-0.11460	0.01141	0.18288	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.88153	-0.09108	0.01141	0.16608	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.91941	-0.09806	0.01141	0.17111	0.01295
61	6	3.22	14	180416-155224	180416-152206	908.95952	-0.09746	0.01141	0.15429	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.16544	-0.06335	0.01141	0.12015	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.17756	-0.04445	0.01141	0.14652	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.31471	-0.05886	0.01141	0.10511	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.48000	-0.01333	0.01141	0.07422	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.50495	-0.01637	0.01141	0.08444	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.62354	0.00119	0.01141	0.06270	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.73116	0.01242	0.01141	0.04327	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.83502	0.03370	0.01141	0.05009	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.87507	0.03295	0.01141	0.03055	0.01295
61	6	3.22	14	180416-155224	180416-152206	909.99076	0.05509	0.01141	0.00905	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.16950	0.08008	0.01141	-0.01648	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.20717	0.08296	0.01141	-0.01603	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.30118	0.07520	0.01141	-0.01606	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.33494	0.08899	0.01141	-0.04623	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.57374	0.11001	0.01141	-0.08039	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.66070	0.12488	0.01141	-0.08149	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.70585	0.17388	0.01141	-0.08346	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.88142	0.16612	0.01141	-0.09686	0.01295
61	6	3.22	14	180416-155224	180416-152206	910.97997	0.16604	0.01141	-0.13071	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.13002	0.18623	0.01141	-0.16459	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.20978	0.19299	0.01141	-0.14591	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.27552	0.19494	0.01141	-0.15747	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.38199	0.23981	0.01141	-0.16527	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.45517	0.24978	0.01141	-0.18521	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.48236	0.25866	0.01141	-0.19867	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.70339	0.30095	0.01141	-0.22317	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.72747	0.29099	0.01141	-0.21078	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.85853	0.30412	0.01141	-0.24036	0.01295
61	6	3.22	14	180416-155224	180416-152206	911.86545	0.30223	0.01141	-0.24791	0.01295
61	6	3.22	14	180416-155224	180416-152206	912.08520	0.32202	0.01141	-0.29758	0.01295
62	6	3.22	14	180416-162046	180416-165123	907.93970	-0.20972	0.01256	0.27326	0.01181
62	6	3.22	14	180416-162046	180416-165123	908.07181	-0.19717	0.01256	0.29407	0.01181
