Waveguide Carrier Frequency [MHz],Offset Frequency [Hz]zero,B_x [Gauss]zero,B_y [Gauss]zero,Pre-Quench 910 Statezero,Mass Flow Rate [CC]zero,Average Phase [rad]zero,Phase Error [rad]zero,Combiner/Harmonic,Date Stringzero,Zero/Pizero,rf Field Amplitude [V/cm]zero,Proton Deflector Statezero,Proton Deflector Voltage [V]zero,Accelerating Voltage [kV]zero,Zero Date,Pi Date,Waveguide Separation [cm],Offset Frequency [Hz]pi,B_x [Gauss]pi,B_y [Gauss]pi,Pre-Quench 910 Statepi,Mass Flow Rate [CC]pi,Average Phase [rad]pi,Phase Error [rad]pi,Date Stringpi,Zero/Pipi,rf Field Amplitude [V/cm]pi,Proton Deflector Statepi,Proton Deflector Voltage [V]pi,Accelerating Voltage [kV]pi
910.5416918,800,0,0,off,0.25,0.206381594,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.074264185,0.001452733,180514-154443,pi,18,ON 12,0,49.86
910.6286424,800,0,0,off,0.25,0.21429291,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.064544123,0.001452733,180514-154443,pi,18,ON 12,0,49.86
910.6737947,800,0,0,off,0.25,0.221697372,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.059902168,0.001452733,180514-154443,pi,18,ON 12,0,49.86
910.8493662,800,0,0,off,0.25,0.237490773,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.044267091,0.001452733,180514-154443,pi,18,ON 12,0,49.86
910.9479212,800,0,0,off,0.25,0.244930808,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.033794632,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.0979654,800,0,0,off,0.25,0.26417125,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.02228881,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.1777308,800,0,0,off,0.25,0.267849681,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.01632433,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.2434674,800,0,0,off,0.25,0.279529871,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,0.007944602,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.3499375,800,0,0,off,0.25,0.289072708,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.002169193,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.4231179,800,0,0,off,0.25,0.298066008,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.008515476,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.450308,800,0,0,off,0.25,0.300638105,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.014217297,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.6713376,800,0,0,off,0.25,0.324814559,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.031461405,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.695414,800,0,0,off,0.25,0.323090246,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.035895631,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.8264762,800,0,0,off,0.25,0.339672528,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.043280391,0.001452733,180514-154443,pi,18,ON 12,0,49.86
911.8333941,800,0,0,off,0.25,0.338272165,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.046964904,0.001452733,180514-154443,pi,18,ON 12,0,49.86
912.0531435,800,0,0,off,0.25,0.36351695,0.001533999,"Combiner 2, Harmonic 1",180514-150658,0,18,ON 12,0,49.86,180514-150658,180514-154443,4,800,0,0,off,0.25,-0.067719651,0.001452733,180514-154443,pi,18,ON 12,0,49.86
907.9076432,800,0,0,off,0.25,-0.262382182,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.119903007,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.0397615,800,0,0,off,0.25,-0.249056056,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.109139816,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.1082071,800,0,0,off,0.25,-0.24235121,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.098565219,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.3444354,800,0,0,off,0.25,-0.22027555,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.072951861,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.4367705,800,0,0,off,0.25,-0.213822314,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.065383435,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.4537783,800,0,0,off,0.25,-0.209749395,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.063864547,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.6240957,800,0,0,off,0.25,-0.19383061,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.04522762,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.6918276,800,0,0,off,0.25,-0.186429707,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.039894074,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.8494725,800,0,0,off,0.25,-0.17106266,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.023883659,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.8873574,800,0,0,off,0.25,-0.16953984,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.022554258,0.00150926,180514-162707,pi,18,ON 12,0,49.86
908.9274661,800,0,0,off,0.25,-0.164763927,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.016004329,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.1333918,800,0,0,off,0.25,-0.142157419,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.00226441,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.1455122,800,0,0,off,0.25,-0.143118778,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.003474562,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.2826558,800,0,0,off,0.25,-0.127630719,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.01715187,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.4479428,800,0,0,off,0.25,-0.11406381,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.033526747,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.4728986,800,0,0,off,0.25,-0.110710221,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.034965654,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.5914905,800,0,0,off,0.25,-0.102741899,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.05184005,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.6991068,800,0,0,off,0.25,-0.090099508,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.05829492,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.8029685,800,0,0,off,0.25,-0.078142987,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.071202101,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.8430125,800,0,0,off,0.25,-0.078249811,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.074396583,0.00150926,180514-162707,pi,18,ON 12,0,49.86
909.9587058,800,0,0,off,0.25,-0.068842508,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.085734217,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.1374473,800,0,0,off,0.25,-0.048660646,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.106207285,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.1751155,800,0,0,off,0.25,-0.04459069,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.10582316,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.2691294,800,0,0,off,0.25,-0.036124692,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.11516082,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.3028874,800,0,0,off,0.25,-0.031873041,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.118888004,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.5416918,800,0,0,off,0.25,-0.009287919,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.146105609,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.6286424,800,0,0,off,0.25,-0.001539078,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.149912206,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.6737947,800,0,0,off,0.25,0.001484477,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.156590844,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.8493662,800,0,0,off,0.25,0.015943177,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.174930142,0.00150926,180514-162707,pi,18,ON 12,0,49.86
910.9479212,800,0,0,off,0.25,0.026761007,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.18504937,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.0979654,800,0,0,off,0.25,0.045858334,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.1944845,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.1777308,800,0,0,off,0.25,0.050436857,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.208213947,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.2434674,800,0,0,off,0.25,0.057780819,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.214139135,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.3499375,800,0,0,off,0.25,0.066725661,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.22308494,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.4231179,800,0,0,off,0.25,0.073611023,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.232572124,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.450308,800,0,0,off,0.25,0.076518465,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.235972029,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.6713376,800,0,0,off,0.25,0.092859418,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.257762531,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.695414,800,0,0,off,0.25,0.098191891,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.259167277,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.8264762,800,0,0,off,0.25,0.113352571,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.272405919,0.00150926,180514-162707,pi,18,ON 12,0,49.86
911.8333941,800,0,0,off,0.25,0.112556776,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.271928225,0.00150926,180514-162707,pi,18,ON 12,0,49.86
912.0531435,800,0,0,off,0.25,0.135689177,0.001454456,"Combiner 1, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.292197086,0.00150926,180514-162707,pi,18,ON 12,0,49.86
907.9076432,800,0,0,off,0.25,-0.061206193,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.319997498,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.0397615,800,0,0,off,0.25,-0.046726508,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.310506818,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.1082071,800,0,0,off,0.25,-0.039602056,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.300308208,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.3444354,800,0,0,off,0.25,-0.016263867,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.275935691,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.4367705,800,0,0,off,0.25,-0.009406132,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.268860339,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.4537783,800,0,0,off,0.25,-0.005153019,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.267435841,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.6240957,800,0,0,off,0.25,0.011577436,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.24970453,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.6918276,800,0,0,off,0.25,0.019408021,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.244737256,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.8494725,800,0,0,off,0.25,0.035621128,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.229581944,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.8873574,800,0,0,off,0.25,0.037204443,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.228381382,0.001509246,180514-162707,pi,18,ON 12,0,49.86
908.9274661,800,0,0,off,0.25,0.042820682,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.222621681,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.1333918,800,0,0,off,0.25,0.0665059,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.205505656,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.1455122,800,0,0,off,0.25,0.065573224,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.204351545,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.2826558,800,0,0,off,0.25,0.081808894,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.19144175,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.4479428,800,0,0,off,0.25,0.096355706,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.176028055,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.4728986,800,0,0,off,0.25,0.099857377,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.174720496,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.5914905,800,0,0,off,0.25,0.107971724,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.158030757,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.6991068,800,0,0,off,0.25,0.121773677,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.152727594,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.8029685,800,0,0,off,0.25,0.134238558,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.14044529,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.8430125,800,0,0,off,0.25,0.134436984,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.137485182,0.001509246,180514-162707,pi,18,ON 12,0,49.86
909.9587058,800,0,0,off,0.25,0.144525901,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.126842394,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.1374473,800,0,0,off,0.25,0.165763893,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.107468588,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.1751155,800,0,0,off,0.25,0.170063005,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.108082631,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.2691294,800,0,0,off,0.25,0.179113082,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.09931637,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.3028874,800,0,0,off,0.25,0.183553645,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.095803597,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.5416918,800,0,0,off,0.25,0.207627471,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.070093879,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.6286424,800,0,0,off,0.25,0.215941168,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.066845384,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.6737947,800,0,0,off,0.25,0.219193868,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.060455668,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.8493662,800,0,0,off,0.25,0.234790944,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.043274905,0.001509246,180514-162707,pi,18,ON 12,0,49.86
910.9479212,800,0,0,off,0.25,0.246335672,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.033809605,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.0979654,800,0,0,off,0.25,0.266397779,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.025397261,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.1777308,800,0,0,off,0.25,0.271587796,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.012216346,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.2434674,800,0,0,off,0.25,0.279879521,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,0.007195564,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.3499375,800,0,0,off,0.25,0.289106945,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.001435947,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.4231179,800,0,0,off,0.25,0.296467416,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.010401267,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.450308,800,0,0,off,0.25,0.299633093,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.01359593,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.6713376,800,0,0,off,0.25,0.317683422,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.033725227,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.695414,800,0,0,off,0.25,0.323182202,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.034953313,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.8264762,800,0,0,off,0.25,0.340001041,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.046623844,0.001509246,180514-162707,pi,18,ON 12,0,49.86
911.8333941,800,0,0,off,0.25,0.339248475,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.046074423,0.001509246,180514-162707,pi,18,ON 12,0,49.86
912.0531435,800,0,0,off,0.25,0.364337206,0.001454378,"Combiner 2, Harmonic 1",180514-170347,0,18,ON 12,0,49.86,180514-170347,180514-162707,4,800,0,0,off,0.25,-0.064474714,0.001509246,180514-162707,pi,18,ON 12,0,49.86
907.9076432,800,0,0,off,0.25,-0.276945448,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.121960416,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.0397615,800,0,0,off,0.25,-0.284462076,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.122233386,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.1082071,800,0,0,off,0.25,-0.244724109,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.104315858,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.3444354,800,0,0,off,0.25,-0.234956572,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.101627915,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.4367705,800,0,0,off,0.25,-0.224372871,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.079107458,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.4537783,800,0,0,off,0.25,-0.191002272,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.079459213,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.6240957,800,0,0,off,0.25,-0.194033394,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.067757746,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
908.6918276,800,0,0,off,0.25,-0.161825695,0.012207165,"Combiner 1, Harmonic 1",180523-132814,0,14,ON 8,2.5,22.17,180523-132814,180523-125359,4,800,0,0,off,0.25,0.046746983,0.011505189,180523-125359,pi,14,ON 8,2.5,22.17
